2024-04-24,1,A32,owen
2024-04-27,1,B3,ADMIN
2024-04-27,1,B3,ADMIN
2024-04-27,1,A32,ADMIN
2024-04-27,1,B3,ADMIN
2024-04-27,1,A2,ADMIN
2024-04-28,1,B3,ADMIN
2024-04-28,1,A2,ADMIN
2024-04-28,1,A2,ADMIN
2024-04-28,1,B3,ADMIN
2024-04-28,1,A32,ADMIN
2024-04-28,1,C4,ADMIN
2024-04-28,1,E3,ADMIN
2024-04-28,1,E3,ADMIN
2024-04-28,1,A2,ADMIN
2024-04-28,1,B3,ADMIN
2024-04-28,1,C4,ADMIN
2024-04-28,1,A32,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,C4,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,2,A2,ADMIN
2024-04-30,2,A32,ADMIN
2024-04-30,2,B3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,C4,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,B3,ADMIN
2024-04-30,1,C4,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,B3,ADMIN
2024-04-30,1,C4,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,B3,ADMIN
2024-04-30,1,C4,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,
2024-04-30,1,A32,
2024-04-30,1,B3,
2024-04-30,1,C4,
2024-04-30,1,E3,
2024-04-30,3,A2,ADMIN
2024-04-30,2,A2,ADMIN
2024-04-30,2,A32,ADMIN
2024-04-30,2,B3,ADMIN
2024-04-30,2,C4,ADMIN
2024-04-30,2,E3,ADMIN
2024-04-30,3,A32,ADMIN
2024-04-30,3,C4,ADMIN
2024-04-30,3,B3,ADMIN
2024-04-30,3,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-04-30,1,A2,ADMIN
2024-04-30,1,A32,ADMIN
2024-04-30,1,E3,ADMIN
2024-05-02,1,A2,ADMIN
2024-05-02,1,A32,ADMIN
2024-05-02,1,A2,ADMIN
2024-05-02,1,A32,ADMIN
2024-05-02,1,E3,ADMIN
2024-05-02,2,A2,
2024-05-02,2,A32,
2024-05-02,2,E3,
2024-05-02,3,A2,owen
2024-05-02,3,E3,owen
2024-05-02,3,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,E3,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,2,A32,owen
2024-05-03,2,A2,owen
2024-05-03,2,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,E3,owen
2024-05-03,1,E3,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,A2,owen
2024-05-03,1,A32,owen
2024-05-03,1,E3,owen
2024-05-06,1,A2,ADMIN

2024-05-14,1,A2,ADMIN
2024-05-14,1,A32,ADMIN
2024-05-14,1,E3,ADMIN
2024-05-21,2,A2,ADMIN
2024-05-21,2,A32,ADMIN
